metric,baseline_mesh,refined_mesh_2x,relative_diff,within_5pct_tolerance
vth_V,0.9867419781163613,0.9905677496904994,0.0038622008190085503,True
gm_max_A_per_cm_per_V,0.06709741253540272,0.06672011615576999,0.005623113699558142,True
ss_mV_per_decade,111.26254784821705,110.13241406164127,0.010157360301666802,True
i_on_A_per_cm,0.005305011536266005,0.0050011167788083415,0.05728446684426312,False
i_off_A_per_cm,-6.079470079112e-11,4.0490983874182514e-11,1.6660281792207923,False
